"region","year","month","protocol","complete_checklists","unique_observers","unique_localities","source_events","event_complexes","duration_q50","duration_q90","travel_distance_q50","travel_distance_q90","maximum_observer_checklist_share","maximum_locality_checklist_share","repeat_localities","shoreline_link_support","support_label"
"WCVI",2004,12,"Traveling",1,1,1,1,1,90,90,1,1,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2004,1,"Stationary",2,1,2,2,1,15,50,,,2,1,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2004,3,"Stationary",2,1,2,3,1,19,21,,,3,1.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2004,2,"Stationary",2,1,2,3,1,11,33,,,3,1.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2004,5,"Stationary",1,1,1,3,3,240,240,,,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2004,5,"Stationary",1,1,1,2,1,20,20,,,2,2,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2004,5,"Traveling",3,2,2,16,11,60,120,0.3,0.3,10,10,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2004,2,"Stationary",1,1,1,1,1,30,30,,,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"A27",2004,2,"Traveling",3,1,3,4,3,300,300,3,4,4,1.33333,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2004,6,"Traveling",1,1,1,1,1,90,90,4.4,4.4,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2004,2,"Traveling",2,2,2,25,15,40,40,1,1,12,12,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2004,4,"Stationary",1,1,1,20,15,120,120,,,20,20,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2004,2,"Stationary",1,1,1,24,14,40,40,,,24,24,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2005,5,"Traveling",11,5,7,6,6,120,150,1.609,4.023,0.72727,0.36364,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2005,1,"Stationary",2,1,2,3,3,15,30,,,3,1.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2005,3,"Stationary",2,1,2,9,5,18,21,,,9,4.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2005,2,"Stationary",3,2,3,11,6,35,62,,,6,3,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2005,1,"Stationary",15,4,7,14,7,15,60,,,1.6,1.6,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2005,2,"Traveling",3,3,3,22,16,330,330,8,8,7,7,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2005,2,"Stationary",6,2,2,13,6,120,120,,,2,2,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2005,3,"Stationary",15,2,4,2,2,15,60,,,0.73333,0.73333,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2005,4,"Stationary",9,4,6,29,19,10,95,,,2.88889,1.77778,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2005,5,"Stationary",5,4,4,22,11,60,90,,,3.4,3.4,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2005,5,"Traveling",2,1,2,5,4,20,90,2,2,5,2.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2005,2,"Traveling",1,1,1,5,4,180,180,2,2,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2005,4,"Traveling",7,4,6,39,22,90,250,3,8,6.42857,3.28571,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2005,3,"Traveling",10,6,9,38,21,180,330,3,10,4.4,2.2,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2005,6,"Traveling",1,1,1,13,11,60,60,3,3,13,13,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2005,1,"Traveling",4,4,4,6,6,180,180,3.4,4.023,1,1,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2006,2,"Traveling",12,9,10,11,8,60,230,2,7,1.16667,1.16667,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2006,3,"Traveling",30,10,19,11,8,60,180,2,4.989,0.7,0.7,7,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2006,4,"Traveling",21,12,14,21,16,120,180,2,5,0.66667,0.66667,7,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2006,2,"Stationary",2,1,2,6,3,15,30,,,6,3,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2006,4,"Stationary",1,1,1,6,3,43,43,,,6,6,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2006,3,"Stationary",2,1,2,6,3,15,25,,,6,3,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2006,5,"Traveling",22,12,14,4,3,90,180,2.092,4,0.13636,0.13636,7,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2006,6,"Traveling",8,6,6,1,1,95,300,1,4.023,0.375,0.375,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2006,2,"Stationary",2,2,2,7,7,60,60,,,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2006,3,"Stationary",1,1,1,1,1,120,120,,,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2006,4,"Stationary",5,4,4,6,5,180,180,,,1,1,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2006,4,"Stationary",1,1,1,6,3,20,20,,,6,6,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2006,5,"Stationary",11,1,1,6,3,35,50,,,6,6,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2006,5,"Stationary",7,3,3,1,1,20,120,,,0.57143,0.57143,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2006,6,"Stationary",27,4,27,2,2,3,20,,,0.88889,0.03704,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2006,6,"Stationary",10,2,2,6,3,25,35,,,5.4,5.4,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2006,7,"Traveling",7,5,6,1,1,90,150,3,4.828,0.28571,0.28571,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2006,7,"Stationary",8,3,6,1,1,20,180,,,0.5,0.375,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2007,5,"Traveling",12,5,10,24,8,75,130,2.414,5,3.66667,1.83333,10,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2007,12,"Stationary",1,1,1,4,3,60,60,,,4,4,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2007,4,"Traveling",18,10,14,32,13,75,120,2,3,3.27778,1.22222,14,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2007,1,"Stationary",2,1,2,9,7,20,25,,,9,4.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2007,3,"Stationary",2,1,2,14,7,15,27,,,14,7,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2007,2,"Stationary",2,1,2,14,7,10,20,,,14,7,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2007,4,"Stationary",1,1,1,14,7,25,25,,,14,14,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2007,1,"Traveling",2,2,2,5,3,120,120,1,2,1.5,1.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2007,1,"Stationary",5,1,1,2,2,60,60,,,2,2,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2007,2,"Stationary",22,1,1,5,5,25,35,,,4.5,4.5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2007,2,"Stationary",6,2,2,13,3,60,180,,,1.83333,1.83333,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2007,2,"Traveling",6,4,6,22,6,75,120,1.609,3,5.5,1.83333,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2007,3,"Stationary",8,4,4,24,8,60,240,,,1.375,1.375,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2007,3,"Traveling",12,6,11,34,12,60,120,1,2.5,2.25,1.83333,11,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2007,3,"Stationary",23,2,2,5,5,40,75,,,4.78261,4.78261,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2007,4,"Stationary",4,3,3,16,8,35,300,,,2.75,2.75,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2007,4,"Stationary",14,1,1,5,5,60,70,,,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2007,5,"Stationary",8,1,1,5,5,60,80,,,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2007,5,"Stationary",1,1,1,2,2,30,30,,,2,2,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2007,6,"Stationary",5,1,1,5,5,40,60,,,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2007,6,"Traveling",4,2,2,22,6,50,90,1.609,2,5.5,5.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2007,6,"Stationary",1,1,1,7,6,45,45,,,7,7,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2007,6,"Stationary",1,1,1,1,1,30,30,,,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2008,6,"Traveling",33,7,8,23,14,70,120,1.5,8,2,2,8,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2008,7,"Traveling",11,4,4,7,6,120,180,1,3,1,1,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2008,6,"Stationary",54,5,34,14,11,5,5,,,2.11111,0.16667,34,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2008,1,"Stationary",7,4,6,22,13,35,300,,,5.57143,2.57143,6,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2008,5,"Traveling",21,9,8,21,16,120,240,2,4,0.80952,1.2381,8,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2008,4,"Stationary",4,3,4,31,19,45,45,,,9.25,5.5,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2008,4,"Traveling",29,10,14,39,21,120,180,2,5,1.06897,0.89655,14,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2008,3,"Traveling",21,7,13,36,18,75,165,3,8,0.95238,0.85714,13,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2008,2,"Traveling",17,7,11,32,21,85,165,3,5,1.52941,1,11,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2008,4,"Stationary",5,2,4,10,8,10,20,,,4.8,2.8,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2008,3,"Stationary",2,1,2,10,8,26,35,,,10,5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2008,1,"Stationary",2,1,2,3,3,17,25,,,3,1.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2008,2,"Stationary",2,1,2,10,8,28,32,,,10,5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2008,6,"Stationary",1,1,1,12,10,20,20,,,12,12,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2008,1,"Traveling",8,4,5,25,15,55,150,2.414,3,4.125,3.25,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2008,2,"Stationary",12,7,10,51,22,45,240,,,2.33333,2.33333,10,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2008,2,"Stationary",16,1,1,5,5,60,60,,,4.875,4.875,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2008,3,"Stationary",10,6,7,43,17,75,120,3.219,3.219,9.9,8.4,7,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2008,3,"Stationary",20,1,1,5,5,45,60,,,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2008,3,"Traveling",1,1,1,10,7,60,60,2,2,10,10,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2008,4,"Stationary",10,1,1,5,5,60,60,,,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2008,5,"Stationary",3,3,3,24,18,70,120,,,4.66667,4.66667,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2008,6,"Stationary",4,2,4,5,3,5,30,,,1.25,0.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2008,6,"Traveling",1,1,1,5,5,180,180,8.047,8.047,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2008,7,"Stationary",3,1,2,1,1,30,45,,,1,0.66667,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2008,2,"Traveling",2,1,2,5,5,45,45,4,4,3.5,2.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2008,5,"Stationary",5,1,1,5,5,60,60,,,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2008,6,"Traveling",5,1,4,5,4,120,180,1.5,2,2.8,1.2,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2008,5,"Traveling",3,1,1,1,1,180,330,10,10,1,1,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2009,6,"Traveling",29,8,11,10,5,60,120,1,3.219,1.65517,1.34483,8,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2009,2,"Stationary",30,10,16,29,19,30,75,,,1.6,1.2,13,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2009,6,"Stationary",165,7,142,45,26,5,5,0.161,0.161,4.86667,0.16364,109,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2009,5,"Stationary",82,11,79,39,21,5,90,,,3.46341,0.18293,72,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2009,4,"Stationary",27,10,17,42,26,36,135,,,1.22222,0.77778,16,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2009,4,"Traveling",65,21,25,36,17,60,120,1.609,4,0.73846,0.73846,22,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2009,6,"Traveling",1,1,1,6,5,85,85,1.5,1.5,6,6,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2009,2,"Traveling",53,15,17,27,18,70,120,1,2.5,1.0566,1,15,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2009,7,"Stationary",13,1,13,4,4,5,5,,,3.38462,0.30769,12,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2009,5,"Traveling",43,12,18,34,13,80,180,2,4.023,1.34884,0.90698,15,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2009,3,"Traveling",59,13,23,52,27,90,120,1.609,3.219,2.23729,1.69492,18,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2009,4,"Traveling",1,1,1,1,1,180,180,6.437,6.437,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2009,6,"Stationary",35,1,19,6,5,5,5,,,6,0.34286,19,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2009,2,"Stationary",7,2,5,12,10,17,25,,,3.14286,1.57143,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2009,1,"Stationary",4,2,4,6,6,12,23,,,2.5,1.25,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2009,3,"Stationary",5,2,5,12,10,16,20,,,4.4,2.2,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2009,1,"Stationary",7,3,7,19,11,25,50,,,6.85714,1.71429,6,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"A27",2009,6,"Stationary",37,1,37,10,4,5,5,,,8.64865,0.27027,37,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"A27",2009,6,"Traveling",1,1,1,10,4,90,90,2,2,10,10,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2009,3,"Stationary",25,11,17,50,27,30,90,,,1.4,0.84,15,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2009,1,"Traveling",4,2,4,27,19,55,105,1.609,5.633,9,3.5,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2009,3,"Traveling",7,2,5,12,10,60,95,5,7,3.28571,3.14286,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2009,4,"Stationary",3,1,3,1,1,20,360,,,1,0.33333,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2009,5,"Traveling",5,2,5,2,2,90,120,1,4,0.8,0.2,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2009,6,"Stationary",3,1,2,17,11,120,120,,,6.66667,4.66667,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2009,6,"Traveling",1,1,1,13,10,35,35,0.6,0.6,13,13,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2009,7,"Traveling",4,1,2,2,2,45,150,1,3,2,1.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2009,5,"Stationary",1,1,1,8,6,60,60,,,8,8,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2009,12,"Stationary",1,1,1,2,2,145,145,,,2,2,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2009,4,"Traveling",1,1,1,4,3,90,90,4.023,4.023,4,4,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2010,1,"Traveling",9,3,8,34,25,90,165,2,2,12.88889,4.44444,8,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2010,1,"Stationary",9,5,6,37,27,90,180,,,3.55556,4.55556,6,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2010,2,"Stationary",40,7,26,54,30,30,120,,,2.775,1.575,25,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2010,2,"Traveling",24,11,17,57,32,60,120,2,5.633,5.45833,2,15,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2010,2,"Stationary",4,3,4,5,1,15,210,,,2,1,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2010,3,"Stationary",25,8,16,40,29,25,90,,,2.44,1.6,13,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2010,3,"Traveling",8,4,5,31,22,90,120,3,3.219,3.25,3.25,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2010,4,"Traveling",15,6,12,43,30,90,210,1.5,2.1,6.26667,1.73333,12,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2010,4,"Stationary",11,5,6,52,29,25,90,,,10.45455,12.54545,6,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2010,5,"Traveling",14,4,13,31,23,85,240,1,5,14.85714,1.85714,13,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2010,5,"Stationary",36,9,11,38,28,20,40,,,12.05556,14.61111,11,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2010,5,"Traveling",1,1,1,1,1,180,180,0.322,0.322,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2010,6,"Stationary",104,6,79,26,20,5,30,,,1.83654,1.91346,65,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2010,6,"Traveling",7,4,6,13,11,60,90,1,3,4.42857,2.85714,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2010,6,"Traveling",1,1,1,9,1,135,135,3.219,3.219,9,9,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2010,5,"Stationary",7,3,5,6,1,15,20,,,1.14286,0.85714,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2010,4,"Stationary",9,2,6,5,1,25,50,,,1,0.44444,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2010,3,"Stationary",4,2,4,5,1,15,25,,,2,1,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2010,1,"Stationary",4,1,3,1,1,15,30,,,1,0.5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2010,1,"Traveling",6,1,1,1,1,65,90,1.931,1.931,1,1,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2010,2,"Traveling",4,1,1,1,1,75,80,1.931,1.931,1,1,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2010,3,"Stationary",4,1,3,6,1,5,30,,,6,3,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2010,3,"Traveling",1,1,1,8,7,120,120,1.609,1.609,8,8,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2010,4,"Traveling",2,1,1,1,1,75,95,1.931,1.931,1,1,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2010,3,"Traveling",1,1,1,6,1,75,75,10,10,6,6,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2010,7,"Traveling",1,1,1,9,1,180,180,5,5,9,9,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2010,4,"Traveling",3,1,2,7,4,140,140,1.609,1.609,4.33333,4,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2010,6,"Stationary",2,1,2,2,1,60,60,,,2,1,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2011,1,"Traveling",8,1,8,45,25,75,150,1,2,19.5,3.625,8,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2011,1,"Stationary",27,5,12,53,28,30,45,,,15.66667,12.22222,11,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2011,2,"Traveling",12,6,10,49,32,100,120,2,6.437,11.75,4.33333,10,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2011,2,"Stationary",28,6,12,67,36,30,75,,,18.92857,14.96429,12,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2011,3,"Stationary",41,9,18,67,36,30,45,,,16.65854,16.39024,18,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2011,3,"Traveling",22,8,16,67,36,60,120,1,3,10.86364,3.13636,16,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2011,3,"Stationary",6,2,3,5,3,30,90,,,2,1,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2011,4,"Traveling",33,7,22,67,36,65,135,1,2,13.54545,6.78788,22,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2011,4,"Stationary",37,8,11,65,34,30,60,,,22.48649,22.48649,11,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2011,5,"Traveling",17,7,11,67,36,60,180,1.5,2,11.29412,13.17647,11,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2011,5,"Traveling",5,4,4,11,7,60,135,2,3,1.6,1.6,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
